id,statement,relation,ground_truth,prediction,correct,raw_output,image_url
807,The person is touching the giraffe.,touching,False,False,True, False,http://images.cocodataset.org/val2017/000000449909.jpg
808,The teddy bear is touching the cat.,touching,False,True,False, True,http://images.cocodataset.org/train2017/000000079421.jpg
809,The dining table is next to the bus.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000355159.jpg
810,The bear is surrounding the person.,surrounding,True,True,True, True,http://images.cocodataset.org/train2017/000000073197.jpg
811,The cake consists of the truck.,consists of,False,False,True, False,http://images.cocodataset.org/train2017/000000273704.jpg
812,The cat is touching the banana.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000367959.jpg
813,The dining table is below the airplane.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000486114.jpg
814,The bed is left of the tv.,left of,False,False,True, False,http://images.cocodataset.org/train2017/000000109106.jpg
815,The toilet is at the back of the truck.,at the back of,True,True,True, True,http://images.cocodataset.org/train2017/000000127871.jpg
816,The umbrella is left of the train.,left of,False,True,False, True,http://images.cocodataset.org/train2017/000000296797.jpg
817,The boat is behind the dining table.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000112363.jpg
818,The parking meter is at the back of the car.,at the back of,False,True,False, True,http://images.cocodataset.org/train2017/000000355462.jpg
819,The apple is left of the banana.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000125499.jpg
820,The person is off the keyboard.,off,True,True,True, True,http://images.cocodataset.org/train2017/000000538108.jpg
821,The donut is left of the cup.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000316482.jpg
822,The hot dog is far away from the bench.,far away from,False,False,True, False,http://images.cocodataset.org/train2017/000000039360.jpg
823,The person is on the zebra.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000171805.jpg
824,The pizza is next to the knife.,next to,False,False,True, False,http://images.cocodataset.org/train2017/000000091639.jpg
825,The surfboard is in the truck.,in,False,False,True, False,http://images.cocodataset.org/train2017/000000250035.jpg
826,The dining table is on top of the bed.,on top of,True,True,True, True,http://images.cocodataset.org/train2017/000000351166.jpg
827,The cat is far from the apple.,far from,False,True,False, True,http://images.cocodataset.org/train2017/000000434385.jpg
828,The dog is on the motorcycle.,on,False,True,False, True,http://images.cocodataset.org/val2017/000000007386.jpg
829,The cat is in the suitcase.,in,False,False,True, False,http://images.cocodataset.org/train2017/000000104454.jpg
830,The bus contains the person.,contains,False,True,False, True,http://images.cocodataset.org/train2017/000000507502.jpg
831,The cow is above the dog.,above,True,True,True, True,http://images.cocodataset.org/train2017/000000468902.jpg
832,The cat is in front of the chair.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000549649.jpg
833,The person is at the left side of the couch.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000527691.jpg
834,The bus is perpendicular to the car.,perpendicular to,True,True,True, True,http://images.cocodataset.org/train2017/000000499267.jpg
835,The suitcase is at the edge of the bed.,at the edge of,True,True,True, True,http://images.cocodataset.org/train2017/000000364372.jpg
836,The apple is at the right side of the bird.,at the right side of,False,True,False, True,http://images.cocodataset.org/train2017/000000444080.jpg
837,The suitcase is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000045071.jpg
838,The laptop is touching the pizza.,touching,False,False,True, False,http://images.cocodataset.org/val2017/000000294831.jpg
839,The oven is above the cake.,above,False,True,False, True,http://images.cocodataset.org/train2017/000000169660.jpg
840,The couch is under the person.,under,False,True,False, True,http://images.cocodataset.org/train2017/000000025423.jpg
841,The cat is on the chair.,on,False,False,True, False,http://images.cocodataset.org/train2017/000000094651.jpg
842,The potted plant is behind the cat.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000410704.jpg
843,The giraffe is in front of the truck.,in front of,False,True,False, True,http://images.cocodataset.org/train2017/000000060513.jpg
844,The sandwich is in front of the pizza.,in front of,True,True,True, True,http://images.cocodataset.org/train2017/000000220111.jpg
845,The couch is part of the bed.,part of,True,True,True, True,http://images.cocodataset.org/train2017/000000254984.jpg
846,The pizza is behind the bowl.,behind,True,True,True, True,http://images.cocodataset.org/train2017/000000237818.jpg
847,The refrigerator is close to the suitcase.,close to,True,True,True, True,http://images.cocodataset.org/train2017/000000561393.jpg
848,The teddy bear is adjacent to the cat.,adjacent to,True,True,True, True,http://images.cocodataset.org/train2017/000000400285.jpg
849,The sandwich is near the wine glass.,near,False,True,False, True,http://images.cocodataset.org/train2017/000000429811.jpg
850,The cat is on the cake.,on,True,True,True, True,http://images.cocodataset.org/train2017/000000128612.jpg
851,The bicycle is away from the dining table.,away from,True,True,True, True,http://images.cocodataset.org/train2017/000000152769.jpg
852,The person is touching the sandwich.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000169962.jpg
853,The umbrella is behind the cat.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000249952.jpg
854,The train is close to the truck.,close to,True,True,True, True,http://images.cocodataset.org/train2017/000000480153.jpg
855,The potted plant is in front of the teddy bear.,in front of,False,False,True, False,http://images.cocodataset.org/train2017/000000413603.jpg
856,The cake is next to the car.,next to,True,True,True, True,http://images.cocodataset.org/train2017/000000399675.jpg
857,The horse is behind the person.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000422755.jpg
858,The cat is facing away from the toilet.,facing away from,False,True,False, True,http://images.cocodataset.org/train2017/000000572075.jpg
859,The cat is facing the sink.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000463825.jpg
860,The zebra is facing the person.,facing,False,True,False, True,http://images.cocodataset.org/train2017/000000484066.jpg
861,The laptop is behind the sandwich.,behind,False,False,True, False,http://images.cocodataset.org/train2017/000000013140.jpg
862,The car is far away from the dog.,far away from,False,False,True, False,http://images.cocodataset.org/train2017/000000132841.jpg
863,The pizza is behind the sandwich.,behind,False,True,False, True,http://images.cocodataset.org/train2017/000000278638.jpg
864,The person is touching the zebra.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000129262.jpg
865,The teddy bear is at the left side of the dog.,at the left side of,True,True,True, True,http://images.cocodataset.org/train2017/000000529411.jpg
866,The person is left of the teddy bear.,left of,True,True,True, True,http://images.cocodataset.org/train2017/000000215396.jpg
867,The umbrella is below the horse.,below,True,True,True, True,http://images.cocodataset.org/train2017/000000031470.jpg
868,The person is facing away from the bear.,facing away from,True,False,False, False,http://images.cocodataset.org/train2017/000000073197.jpg
869,The skateboard is on top of the couch.,on top of,True,False,False, False,http://images.cocodataset.org/train2017/000000001561.jpg
870,The car is beside the bird.,beside,True,True,True, True,http://images.cocodataset.org/train2017/000000454172.jpg
871,The truck is next to the motorcycle.,next to,False,True,False, True,http://images.cocodataset.org/train2017/000000120207.jpg
872,The motorcycle is at the left side of the car.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000443589.jpg
873,The suitcase is under the cat.,under,True,True,True, True,http://images.cocodataset.org/train2017/000000308549.jpg
874,The cake is in the oven.,in,True,True,True, True,http://images.cocodataset.org/train2017/000000396725.jpg
875,The umbrella is at the left side of the cat.,at the left side of,False,True,False, True,http://images.cocodataset.org/train2017/000000029145.jpg
876,The potted plant is on top of the refrigerator.,on top of,False,False,True, False,http://images.cocodataset.org/train2017/000000549188.jpg
877,The oven is surrounding the cake.,surrounding,True,True,True, True,http://images.cocodataset.org/train2017/000000169660.jpg
878,The bed is at the right side of the dining table.,at the right side of,True,True,True, True,http://images.cocodataset.org/train2017/000000457906.jpg
879,The cat is touching the bottle.,touching,False,False,True, False,http://images.cocodataset.org/train2017/000000046090.jpg
880,The cake is on top of the teddy bear.,on top of,False,False,True, False,http://images.cocodataset.org/train2017/000000126514.jpg
881,The laptop is touching the bed.,touching,True,True,True, True,http://images.cocodataset.org/train2017/000000121358.jpg
